profile,sample_index,seed,fault_count,model,threshold,precision,recall,dice,predicted_fraction,truth_fraction
colored_noise,2,20277039,2,U-Net,0.5,0.1764832931012578,0.9474797080690267,0.2975442053742597,0.03753185272216797,0.006990909576416016
colored_noise,2,20277039,2,Hybrid DSA,0.15,0.04149430534251586,0.9982265875451879,0.07967661149825785,0.16817998886108398,0.006990909576416016
colored_noise,2,20277039,2,SwinUNETR,0.4,0.20486484913730396,0.9605074687947616,0.33770189090996294,0.032776832580566406,0.006990909576416016
colored_noise,3,20284958,5,U-Net,0.5,0.19201752251155998,0.7886752513670842,0.30884181441399955,0.19985103607177734,0.04865741729736328
colored_noise,3,20284958,5,Hybrid DSA,0.15,0.1640789074588128,0.8376060837694282,0.27440461284585105,0.24839115142822266,0.04865741729736328
colored_noise,3,20284958,5,SwinUNETR,0.4,0.303799662454956,0.3263460143862331,0.31466948884279755,0.05226850509643555,0.04865741729736328
colored_noise,4,20292877,5,U-Net,0.5,0.4046205444362436,0.8134437461813738,0.5404247608002319,0.08786392211914062,0.043704986572265625
colored_noise,4,20292877,5,Hybrid DSA,0.15,0.24851866242502246,0.8932312123592564,0.38884983661372446,0.15708541870117188,0.043704986572265625
colored_noise,4,20292877,5,SwinUNETR,0.4,0.4640398452190399,0.6515776381251637,0.5420459805585558,0.06136798858642578,0.043704986572265625
colored_noise,5,20300796,5,U-Net,0.5,0.13768533360048085,0.9118616657336568,0.23924603228570263,0.152313232421875,0.022998332977294922
colored_noise,5,20300796,5,Hybrid DSA,0.15,0.14378521192527516,0.8778586386349029,0.24709802800133063,0.1404128074645996,0.022998332977294922
colored_noise,5,20300796,5,SwinUNETR,0.4,0.20156057551382706,0.6073479712218283,0.3026730453291452,0.06929922103881836,0.022998332977294922
colored_noise,6,20308715,5,U-Net,0.5,0.21637694419030193,0.7168400809974401,0.33241499461103485,0.12404155731201172,0.03744173049926758
colored_noise,6,20308715,5,Hybrid DSA,0.15,0.14153620416921864,0.8181632938959005,0.2413249714980119,0.21643543243408203,0.03744173049926758
colored_noise,6,20308715,5,SwinUNETR,0.4,0.26125667524684004,0.3464168821079711,0.2978695445063158,0.04964637756347656,0.03744173049926758
colored_noise,7,20316634,2,U-Net,0.5,0.4357668581970521,0.7858058703260907,0.5606349049373254,0.024813175201416016,0.013760089874267578
colored_noise,7,20316634,2,Hybrid DSA,0.15,0.10502351240849772,0.8536576913747098,0.18703637619868344,0.11184549331665039,0.013760089874267578
colored_noise,7,20316634,2,SwinUNETR,0.4,0.34486207704930844,0.7646671518175833,0.4753452101419616,0.030510425567626953,0.013760089874267578
damage_zone,0,20261201,6,U-Net,0.5,0.41167473248208897,0.6640055262248976,0.5082445181318972,0.07793760299682617,0.04832029342651367
damage_zone,0,20261201,6,Hybrid DSA,0.15,0.31870273486895934,0.6342132530714956,0.42422522195451995,0.09615659713745117,0.04832029342651367
damage_zone,0,20261201,6,SwinUNETR,0.4,0.5089556077286189,0.6054078057926678,0.5530075628509875,0.057477474212646484,0.04832029342651367
damage_zone,1,20269120,4,U-Net,0.5,0.5572536204024093,0.7078958078958079,0.6236061812054068,0.04464912414550781,0.035147666931152344
damage_zone,1,20269120,4,Hybrid DSA,0.15,0.24240986357114117,0.8663546330212997,0.3788232921244335,0.12561511993408203,0.035147666931152344
damage_zone,1,20269120,4,SwinUNETR,0.4,0.47670154726768627,0.7231040564373897,0.5746011211729194,0.053315162658691406,0.035147666931152344
damage_zone,2,20277039,2,U-Net,0.5,0.1881882154378037,0.9430461769319964,0.3137637580846477,0.03503274917602539,0.006990909576416016
damage_zone,2,20277039,2,Hybrid DSA,0.15,0.04842726624550233,0.9960439260623423,0.09236383876333783,0.14378786087036133,0.006990909576416016
damage_zone,2,20277039,2,SwinUNETR,0.4,0.24011771124373832,0.990655480526567,0.38654388673018575,0.028842449188232422,0.006990909576416016
damage_zone,3,20284958,5,U-Net,0.5,0.6549630481922379,0.7252013876639031,0.6882949583075614,0.05387544631958008,0.04865741729736328
damage_zone,3,20284958,5,Hybrid DSA,0.15,0.31236757891195427,0.7643029340859646,0.4434847136492484,0.11905527114868164,0.04865741729736328
damage_zone,3,20284958,5,SwinUNETR,0.4,0.5897268827713525,0.6386193920150526,0.6132000903342367,0.05269145965576172,0.04865741729736328
damage_zone,4,20292877,5,U-Net,0.5,0.5605562175861433,0.7287793488696866,0.6336935176313218,0.05682086944580078,0.043704986572265625
damage_zone,4,20292877,5,Hybrid DSA,0.15,0.2726398123315564,0.9028323295801693,0.4188070956803401,0.14472675323486328,0.043704986572265625
damage_zone,4,20292877,5,SwinUNETR,0.4,0.5807977626150428,0.6389434406912804,0.6084846847595694,0.0480804443359375,0.043704986572265625
damage_zone,5,20300796,5,U-Net,0.5,0.18849220999778482,0.8468412431838445,0.3083508544121033,0.10332489013671875,0.022998332977294922
damage_zone,5,20300796,5,Hybrid DSA,0.15,0.15511572175823826,0.8079036304451493,0.2602617578989904,0.11978435516357422,0.022998332977294922
damage_zone,5,20300796,5,SwinUNETR,0.4,0.3015378927911275,0.8455764964441956,0.4445473918280367,0.06449222564697266,0.022998332977294922
damage_zone,6,20308715,5,U-Net,0.5,0.4551799449245086,0.366284178754728,0.4059220786552534,0.030129432678222656,0.03744173049926758
damage_zone,6,20308715,5,Hybrid DSA,0.15,0.20960808836666703,0.5079914927216923,0.29676473761155275,0.09074115753173828,0.03744173049926758
damage_zone,6,20308715,5,SwinUNETR,0.4,0.41420074532935164,0.42747799951605303,0.4207346498787282,0.038641929626464844,0.03744173049926758
damage_zone,7,20316634,2,U-Net,0.5,0.4518764083896689,0.722701597532661,0.5560666053406924,0.022006988525390625,0.013760089874267578
damage_zone,7,20316634,2,Hybrid DSA,0.15,0.10245672327861514,0.8249298263852791,0.18227481728490538,0.11078929901123047,0.013760089874267578
damage_zone,7,20316634,2,SwinUNETR,0.4,0.3556403876172666,0.7974148386873202,0.49189824711415137,0.030852794647216797,0.013760089874267578
sparse_lateral_sampling,0,20261201,6,U-Net,0.5,0.2968154463390171,0.5840528938668772,0.3936023409313848,0.09508132934570312,0.04832029342651367
sparse_lateral_sampling,0,20261201,6,Hybrid DSA,0.15,0.20237013551916794,0.5165046627522574,0.2908020112787177,0.12332677841186523,0.04832029342651367
sparse_lateral_sampling,0,20261201,6,SwinUNETR,0.4,0.39017281668078985,0.2998865150244239,0.33912320542793534,0.037138938903808594,0.04832029342651367
sparse_lateral_sampling,1,20269120,4,U-Net,0.5,0.4190230921109108,0.6622167955501289,0.5132702418506835,0.05554676055908203,0.035147666931152344
sparse_lateral_sampling,1,20269120,4,Hybrid DSA,0.15,0.18811913596962385,0.8576583909917244,0.30855884987175514,0.16024255752563477,0.035147666931152344
sparse_lateral_sampling,1,20269120,4,SwinUNETR,0.4,0.39563301462570627,0.5956179622846289,0.47545200049816166,0.05291414260864258,0.035147666931152344
sparse_lateral_sampling,2,20277039,2,U-Net,0.5,0.1083438176667437,0.8634472409794693,0.19252939118796672,0.05571413040161133,0.006990909576416016
sparse_lateral_sampling,2,20277039,2,Hybrid DSA,0.15,0.025104724475606015,0.9986358365732215,0.04897818545540914,0.2780900001525879,0.006990909576416016
sparse_lateral_sampling,2,20277039,2,SwinUNETR,0.4,0.21742404276947405,0.7878043789646,0.3407934142779163,0.025330543518066406,0.006990909576416016
sparse_lateral_sampling,3,20284958,5,U-Net,0.5,0.445775628833945,0.6523294329785775,0.5296261228646675,0.07120323181152344,0.04865741729736328
sparse_lateral_sampling,3,20284958,5,Hybrid DSA,0.15,0.1856156088917138,0.7555320358283844,0.29801602257462867,0.19805574417114258,0.04865741729736328
sparse_lateral_sampling,3,20284958,5,SwinUNETR,0.4,0.48941588737444736,0.4708257384214343,0.4799408615040358,0.04680919647216797,0.04865741729736328
sparse_lateral_sampling,4,20292877,5,U-Net,0.5,0.4018947587736768,0.7155450816094964,0.5147012081948493,0.07781362533569336,0.043704986572265625
sparse_lateral_sampling,4,20292877,5,Hybrid DSA,0.15,0.1695658394136013,0.8793314131098892,0.2843072928792657,0.22664451599121094,0.043704986572265625
sparse_lateral_sampling,4,20292877,5,SwinUNETR,0.4,0.4528467629600813,0.393711268220302,0.42121358911656737,0.03799772262573242,0.043704986572265625
sparse_lateral_sampling,5,20300796,5,U-Net,0.5,0.1344162250811842,0.8530613091165433,0.23223876384675085,0.14595699310302734,0.022998332977294922
sparse_lateral_sampling,5,20300796,5,Hybrid DSA,0.15,0.09358482898411384,0.7830441002674629,0.1671882954469997,0.19243192672729492,0.022998332977294922
sparse_lateral_sampling,5,20300796,5,SwinUNETR,0.4,0.23139605233305605,0.5075159130020112,0.3178651430055514,0.050441741943359375,0.022998332977294922
sparse_lateral_sampling,6,20308715,5,U-Net,0.5,0.40036876284959044,0.31248965244966315,0.35101246718690765,0.02922344207763672,0.03744173049926758
sparse_lateral_sampling,6,20308715,5,Hybrid DSA,0.15,0.1643073277047758,0.5933444556233365,0.2573499965476766,0.1352090835571289,0.03744173049926758
sparse_lateral_sampling,6,20308715,5,SwinUNETR,0.4,0.31022398293463355,0.2852230613466461,0.29719866767519937,0.0344243049621582,0.03744173049926758
sparse_lateral_sampling,7,20316634,2,U-Net,0.5,0.4867352119827367,0.5315174827598157,0.5081415958521758,0.015026092529296875,0.013760089874267578
sparse_lateral_sampling,7,20316634,2,Hybrid DSA,0.15,0.06596622543097608,0.7928405586166268,0.12179852323482909,0.16538095474243164,0.013760089874267578
sparse_lateral_sampling,7,20316634,2,SwinUNETR,0.4,0.30125601449728173,0.6682607339640295,0.41529466237388146,0.030523300170898438,0.013760089874267578
